iter	Passed	Remaining
1687	9014	1666
1688	9018	1660
1689	9022	1655
1690	9026	1649
1691	9030	1643
1692	9034	1638
1693	9038	1632
1694	9043	1627
1695	9047	1621
1696	9051	1616
1697	9057	1610
1698	9060	1605
1699	9064	1599
1700	9069	1594
1701	9073	1588
1702	9077	1583
1703	9082	1577
1704	9089	1572
1705	9094	1567
1706	9098	1561
1707	9102	1556
1708	9107	1550
1709	9110	1545
1710	9114	1539
1711	9118	1534
1712	9122	1528
1713	9126	1522
1714	9130	1517
1715	9134	1511
1716	9138	1506
1717	9142	1500
1718	9147	1495
1719	9151	1489
1720	9155	1484
1721	9159	1478
1722	9163	1473
1723	9166	1467
1724	9170	1462
1725	9175	1456
1726	9181	1451
1727	9185	1445
1728	9190	1440
1729	9194	1435
1730	9198	1429
1731	9203	1424
1732	9207	1418
1733	9211	1413
1734	9215	1407
1735	9219	1402
1736	9223	1396
1737	9227	1391
1738	9232	1385
1739	9236	1380
1740	9240	1374
1741	9244	1369
1742	9248	1363
1743	9253	1358
1744	9257	1352
1745	9261	1347
1746	9265	1341
1747	9269	1336
1748	9273	1330
1749	9277	1325
1750	9282	1319
1751	9286	1314
1752	9290	1309
1753	9294	1303
1754	9298	1298
1755	9302	1292
1756	9306	1287
1757	9310	1281
1758	9314	1276
1759	9318	1270
1760	9323	1265
1761	9327	1259
1762	9334	1254
1763	9340	1249
1764	9344	1244
1765	9348	1238
1766	9352	1233
1767	9356	1227
1768	9361	1222
1769	9365	1216
1770	9369	1211
1771	9373	1206
1772	9377	1200
1773	9381	1195
1774	9385	1189
1775	9389	1184
1776	9394	1178
1777	9399	1173
1778	9404	1168
1779	9408	1162
1780	9412	1157
1781	9418	1152
1782	9422	1146
1783	9426	1141
1784	9430	1135
1785	9436	1130
1786	9440	1125
1787	9445	1119
1788	9449	1114
1789	9453	1109
1790	9458	1103
1791	9462	1098
1792	9466	1092
1793	9470	1087
1794	9475	1082
1795	9479	1076
1796	9483	1071
1797	9487	1065
1798	9491	1060
1799	9496	1055
1800	9500	1049
1801	9504	1044
1802	9509	1038
1803	9513	1033
1804	9517	1028
1805	9521	1022
1806	9526	1017
1807	9530	1012
1808	9534	1006
1809	9539	1001
1810	9543	995
1811	9547	990
1812	9551	985
1813	9555	979
1814	9559	974
1815	9563	969
1816	9568	963
1817	9576	958
1818	9581	953
1819	9585	948
1820	9589	942
1821	9593	937
1822	9598	931
1823	9602	926
1824	9606	921
1825	9611	915
1826	9615	910
1827	9619	905
1828	9623	899
1829	9627	894
1830	9632	889
1831	9636	883
1832	9640	878
1833	9645	872
1834	9649	867
1835	9653	862
1836	9657	856
1837	9662	851
1838	9666	846
1839	9670	840
1840	9675	835
1841	9679	830
1842	9683	824
1843	9687	819
1844	9692	814
1845	9695	808
1846	9699	803
1847	9704	798
1848	9708	792
1849	9712	787
1850	9716	782
1851	9721	776
1852	9725	771
1853	9730	766
1854	9734	760
1855	9738	755
1856	9742	750
1857	9746	744
1858	9751	739
1859	9755	734
1860	9759	728
1861	9763	723
1862	9767	718
1863	9771	712
1864	9775	707
1865	9779	702
1866	9784	696
1867	9788	691
1868	9793	686
1869	9797	681
1870	9801	675
1871	9807	670
1872	9811	665
1873	9817	660
1874	9826	655
1875	9831	649
1876	9835	644
1877	9839	639
1878	9843	633
1879	9847	628
1880	9851	623
1881	9855	617
1882	9859	612
1883	9864	607
1884	9868	602
1885	9872	596
1886	9876	591
1887	9881	586
1888	9895	581
1889	9898	576
1890	9902	570
1891	9906	565
1892	9910	560
1893	9914	554
1894	9918	549
1895	9922	544
1896	9926	538
1897	9930	533
1898	9934	528
1899	9939	523
1900	9943	517
1901	9947	512
1902	9952	507
1903	9956	501
1904	9960	496
1905	9964	491
1906	9968	486
1907	9973	480
1908	9977	475
1909	9981	470
1910	9985	465
1911	9989	459
1912	9994	454
1913	9998	449
1914	10002	443
1915	10006	438
1916	10011	433
1917	10015	428
1918	10020	422
1919	10024	417
1920	10028	412
1921	10032	407
1922	10036	401
1923	10040	396
1924	10044	391
1925	10048	386
1926	10054	380
1927	10060	375
1928	10064	370
1929	10068	365
1930	10073	359
1931	10077	354
1932	10081	349
1933	10085	344
1934	10090	338
1935	10094	333
1936	10098	328
1937	10102	323
1938	10106	317
1939	10110	312
1940	10116	307
1941	10120	302
1942	10124	297
1943	10129	291
1944	10133	286
1945	10137	281
1946	10141	276
1947	10145	270
1948	10150	265
1949	10154	260
1950	10158	255
1951	10162	249
1952	10166	244
1953	10170	239
1954	10174	234
1955	10178	228
1956	10182	223
1957	10186	218
1958	10191	213
1959	10195	208
1960	10199	202
1961	10204	197
1962	10209	192
1963	10213	187
1964	10217	181
1965	10222	176
1966	10227	171
1967	10231	166
1968	10236	161
1969	10241	155
1970	10245	150
1971	10250	145
1972	10254	140
1973	10258	135
1974	10263	129
1975	10267	124
1976	10272	119
1977	10276	114
1978	10280	109
1979	10284	103
1980	10288	98
1981	10293	93
1982	10300	88
1983	10307	83
1984	10312	77
1985	10316	72
1986	10320	67
1987	10325	62
1988	10329	57
1989	10333	51
1990	10338	46
1991	10342	41
1992	10346	36
1993	10350	31
1994	10355	25
1995	10358	20
1996	10363	15
1997	10367	10
1998	10371	5
1999	10376	0
