iter	TotalF1	MultiClass
1820	0.6402090375	1.000593816
1821	0.6404785693	1.000493623
1822	0.6405497939	1.000363502
1823	0.6402976647	1.00028223
1824	0.6406229136	1.000188071
1825	0.6404987587	1.00015211
1826	0.6403797697	0.999943016
1827	0.64051924	0.9998375767
1828	0.6407527425	0.9996850587
1829	0.6406507756	0.9996167331
1830	0.6407173438	0.999468415
1831	0.6405080957	0.9993024731
1832	0.6407118783	0.9991962755
1833	0.640489884	0.9990020588
1834	0.6400309918	0.9987813562
1835	0.6398582602	0.9986139307
1836	0.6395374989	0.9985071171
1837	0.6395916062	0.998393291
1838	0.6399263579	0.9982572864
1839	0.6396274233	0.9981401151
1840	0.6397103446	0.9979562561
1841	0.6399952661	0.9977961586
1842	0.6401929714	0.997708851
1843	0.6402283249	0.997628865
1844	0.6403507886	0.9974102448
1845	0.6398287224	0.9972843704
1846	0.6399534011	0.9972460492
1847	0.6394952271	0.9970957426
1848	0.639435737	0.9968899576
1849	0.6390041087	0.9967960394
1850	0.6399870758	0.9966783905
1851	0.6401038437	0.9964579552
1852	0.6405034621	0.9963687794
1853	0.6404819287	0.9962102777
1854	0.6405658056	0.996151521
1855	0.6414106858	0.9960222322
1856	0.6417262788	0.9958927151
1857	0.6418143767	0.9958031079
1858	0.6409066774	0.995549495
1859	0.6408819281	0.9954278184
1860	0.6411185056	0.9952715506
1861	0.6416153623	0.9951546526
1862	0.6412409305	0.99511757
1863	0.6411422357	0.9950007693
1864	0.6422269	0.9948346719
1865	0.6418904488	0.9947926874
1866	0.6419211846	0.9947353923
1867	0.641391626	0.9945423973
1868	0.6411968363	0.9944146918
1869	0.6414901801	0.9942919123
1870	0.642116933	0.9940290166
1871	0.6420059257	0.9938828411
1872	0.6423212905	0.9937610414
1873	0.6420467884	0.993620529
1874	0.6423188729	0.9935149778
1875	0.6420884565	0.9933183009
1876	0.6429282829	0.9931411272
1877	0.6427638966	0.9930552629
1878	0.6427009494	0.9929852019
1879	0.6431215358	0.9928037518
1880	0.6431555514	0.9927584807
1881	0.6430227624	0.9925840058
1882	0.6435283493	0.9925097883
1883	0.6429687435	0.9924031788
1884	0.6424786709	0.9922676425
1885	0.6425883396	0.9920724305
1886	0.6426831469	0.9919347699
1887	0.6426873324	0.9918506041
1888	0.6432357378	0.9916874934
1889	0.6431295034	0.9916013011
1890	0.643237755	0.9915249916
1891	0.643217412	0.991423613
1892	0.6433879961	0.9913246287
1893	0.6441943771	0.9911752112
1894	0.6441063518	0.9911022578
1895	0.6442207735	0.9909713758
1896	0.6440359996	0.9908984201
1897	0.6446160237	0.990820377
1898	0.6441682556	0.9906742328
1899	0.6442285998	0.9905429592
1900	0.6440898881	0.9904219329
1901	0.6443840857	0.9903240506
1902	0.644415167	0.9902064313
1903	0.6446543988	0.9900909049
1904	0.6446407681	0.9899919524
1905	0.6447804788	0.9898561361
1906	0.6448607874	0.9897214743
1907	0.6448658028	0.9896099136
1908	0.6452157292	0.9895372042
1909	0.6450804565	0.9894026785
1910	0.644797903	0.9893419443
1911	0.6453081623	0.9892221852
1912	0.6450473934	0.9890594826
1913	0.6450970966	0.9889948257
1914	0.6449613347	0.9888367416
1915	0.64501784	0.9886656009
1916	0.6447592107	0.9885087441
1917	0.6443004951	0.9883951295
1918	0.6443991979	0.9881897354
1919	0.644092606	0.988060191
1920	0.6440834815	0.9879572911
1921	0.6445063339	0.9878550864
1922	0.6443840845	0.9877656341
1923	0.6443326814	0.9877050876
1924	0.6443084605	0.9875852771
1925	0.6443010182	0.9875088606
1926	0.6438132529	0.9874019001
1927	0.6445487994	0.9872684777
1928	0.6448485653	0.9871308551
1929	0.6451843048	0.9870649736
1930	0.6447385525	0.98697064
1931	0.6449392872	0.9868267177
1932	0.6450380697	0.986718184
1933	0.6451948661	0.9866213119
1934	0.6452651627	0.9865240053
1935	0.6453117167	0.9864203951
1936	0.6451708613	0.9862669138
1937	0.6453830417	0.9862160139
1938	0.6453853524	0.9861172807
1939	0.6458429117	0.9860103927
1940	0.6456897308	0.9859192943
1941	0.6458980953	0.9857510242
1942	0.6455853581	0.9856429467
1943	0.6457912295	0.9855842909
1944	0.6459287918	0.9855145859
1945	0.6459477134	0.9854332166
1946	0.6462548433	0.9853001703
1947	0.6460958939	0.9851692341
1948	0.646083382	0.9850973203
1949	0.6462838286	0.9849363492
1950	0.6459343726	0.9848223679
1951	0.6459590391	0.9847179449
1952	0.6459851434	0.9846535729
1953	0.6465947655	0.9845235998
1954	0.6465720488	0.9844608789
1955	0.6468227738	0.9843438356
1956	0.6466105396	0.9841615047
1957	0.6466366642	0.9841285907
1958	0.6471648333	0.984017491
1959	0.6474605062	0.9839597726
1960	0.6476920463	0.9839037843
1961	0.647771105	0.9838085947
1962	0.6475652559	0.9836304414
1963	0.6474721158	0.9834573307
1964	0.6472435363	0.9833380574
1965	0.6472768082	0.9832649683
1966	0.6474633089	0.9831404554
1967	0.6471283829	0.9829563436
1968	0.6468481841	0.9828165354
1969	0.6467989398	0.9827347311
1970	0.6469966752	0.9826285604
1971	0.6472183911	0.9824921075
1972	0.6475721025	0.9823827116
1973	0.6485886753	0.9821793432
1974	0.6485961782	0.9820446876
1975	0.6485344956	0.9818457517
1976	0.6485328153	0.9816383016
1977	0.6487491165	0.9815047269
1978	0.6491255377	0.9814399133
1979	0.6484347007	0.9812785473
1980	0.6486715731	0.9811115543
1981	0.6486673612	0.9810305696
1982	0.6487902687	0.980923706
1983	0.6494310811	0.9806373176
1984	0.6495451137	0.9804770981
1985	0.6495626106	0.9803504383
1986	0.650163343	0.9802297128
1987	0.65051267	0.9800905915
1988	0.6503531468	0.9799558763
1989	0.65052919	0.9798931581
1990	0.6505155616	0.9797841189
1991	0.650463859	0.9796369529
1992	0.6506283833	0.9794412667
1993	0.6495863819	0.9793537926
1994	0.6499069149	0.9791928234
1995	0.6497005634	0.9790850458
1996	0.6497469529	0.9789750046
1997	0.6495028587	0.9788257036
1998	0.6497876629	0.9787301981
1999	0.6499500473	0.9786275905
